,"Poster_Link","Series_Title","Runtime_of_Series","Certificate","Runtime_of_Episodes","Genre","IMDB_Rating","Overview","Star1","Star2","Star3","Star4","No_of_Votes","Genre1","Genre2","Genre3"	
1080,"https://m.media-amazon.com/images/M/MV5BMTVhMmEwZmUtNjRlNC00YzRmLWIwY2MtZjRiZDcyMDY5NmQzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY98_CR3,0,67,98_AL_.jpg","Frisky Dingo","(2006â€“2008)","","11 min","Animation, Comedy, Sci-Fi",8.1,"A philandering billionaire playboy who moonlights as the superhero, Awesome X, faces against his greatest adversary, Killface, but finds balancing his business and superhero lives difficult.","Adam Reed","Eric Sims","Neal Holman","Stuart Culpepper",6805,"Animation"," Comedy"," Sci-Fi"	
1081,"https://m.media-amazon.com/images/M/MV5BODJhZDFjMTItZTZjZC00MGM0LWFlM2UtZTE2MTU4YjE0MzMxXkEyXkFqcGdeQXVyNTIxNDgzOTg@._V1_UY98_CR1,0,67,98_AL_.jpg","Food Wars: Shokugeki no Soma","(2015â€“ )","13","24 min","Animation, Comedy, Drama",8.2,"Soma Yukihira enrolls in an elite culinary school to become a full-time chef and surpass his father's culinary skills.","Yoshitsugu Matsuoka","Minami Takahashi","Maaya Uchida","Ai Kayano",6794,"Animation"," Comedy"," Drama"	
1082,"https://m.media-amazon.com/images/M/MV5BMjMzNzEwNDIzNl5BMl5BanBnXkFtZTgwMzI4OTMyMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Haters Back Off!","(2016â€“2017)","","30 min","Comedy, Drama, Family",6,"The odd ball family life of Miranda Sings, an incredibly confident, totally untalented star on the rise who continues to fail upward by the power of her belief that she was born famous, it's just no one knows it yet.","Colleen Ballinger","Angela Kinsey","Francesca Reale","Erik Stocklin",6791,"Comedy"," Drama"," Family"	
1083,"https://m.media-amazon.com/images/M/MV5BNmQyYWY3MGQtM2Q5Yy00YTJhLTg5ZWEtNWUxNzJjYzAyNjRlXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg","City on a Hill","(2019â€“ )","15+","60 min","Crime, Drama, Thriller",7.5,"In early 1990s Boston, ADA Decourcy Ward forms an unlikely alliance with a corrupt venerated FBI veteran, Jackie Rohr. Together, they take on a case that changes the city's entire criminal justice system.","Kevin Bacon","Aldis Hodge","Mark O'Brien","Amanda Clayton",6774,"Crime"," Drama"," Thriller"	
1084,"https://m.media-amazon.com/images/M/MV5BMTM2NTEyNzE3MV5BMl5BanBnXkFtZTcwNDQyNTQ4MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Army Wives","(2007â€“2013)","","60 min","Drama, Romance, War",7.3,"Four women and one man share the common bond of loving someone in the U.S. Army.","Brian McNamara","Wendy Davis","Catherine Bell","Sterling K. Brown",6768,"Drama"," Romance"," War"	
1085,"https://m.media-amazon.com/images/M/MV5BYzc3OGZjYWQtZGFkMy00YTNlLWE5NDYtMTRkNTNjODc2MjllXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY98_CR1,0,67,98_AL_.jpg","Johnny Test","(2005â€“2014)","","30 min","Animation, Action, Adventure",5,"The adventures of average suburban boy Johnny Test, who wittingly plays test subject for his genius twin sisters' various experiments, reluctantly fighting evil villains in the process.","James Arnold Taylor","Maryke Hendrikse","Lee Tockar","Ashleigh Ball",6766,"Animation"," Action"," Adventure"	
1086,"https://m.media-amazon.com/images/M/MV5BMTY0MDQ3MTYwMl5BMl5BanBnXkFtZTcwODI4MDI2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","New Amsterdam","(2008)","","60 min","Crime, Drama, Sci-Fi",7.4,"A New York homicide detective is cursed with immortality.","Nikolaj Coster-Waldau","Zuleikha Robinson","Alexie Gilmore","Stephen McKinley Henderson",6764,"Crime"," Drama"," Sci-Fi"	
1087,"https://m.media-amazon.com/images/M/MV5BNzZmYjBjMGYtNzk1Zi00MzZiLWI1MzgtNGYwZTZhMTRhNjMzXkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_UX67_CR0,0,67,98_AL_.jpg","GTO","(1999â€“2000)","18","24 min","Animation, Comedy, Drama",8.6,"About Eikichi Onizuka, a 22-year-old ex-gangster member and a virgin. He has one ambition that no one ever expected from him. His solely life purpose is to become the greatest high school teacher ever.","Steve Blum","Tom Fahn","Jun'ichi Suwabe","Wataru Takagi",6762,"Animation"," Comedy"," Drama"	
1088,"https://m.media-amazon.com/images/M/MV5BYzc5MDZmYzEtZGEyNi00ZTI5LThjM2UtYWExOTI3YTEyZGFkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg","Bill Nye, the Science Guy","(1993â€“1998)","","30 min","Documentary, Comedy, Family",8.2,"Scientist/comedian Bill Nye explores various aspects of science for young viewers.","Bill Nye","Pat Cashman","Michaela Leslie-Rule","Jaffar Smith",6751,"Documentary"," Comedy"," Family"	
1089,"https://m.media-amazon.com/images/M/MV5BMTcxNjg3MzgwNV5BMl5BanBnXkFtZTgwODYxOTQxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","Liv and Maddie","(2013â€“2017)","","22 min","Comedy, Drama, Family",6.3,"Follows Liv, a popular television star whose show has just finished its run, and Maddie, an outstanding student and school basketball star whose popularity is on the rise, until Liv makes a return to their high school.","Dove Cameron","Joey Bragg","Tenzing Norgay Trainor","Kali Rocha",6749,"Comedy"," Drama"," Family"	
1090,"https://m.media-amazon.com/images/M/MV5BMjMyNjE2NjM0MV5BMl5BanBnXkFtZTgwMjg3MDg1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","The Wrong Mans","(2013â€“2014)","","29 min","Comedy, Crime, Thriller",7.8,"From actor/writer duo James Corden and Mathew Baynton, The Wrong Mans series centers on Sam Pinkett and Phil Bourne, office workers for Berkshire County Council, who have their menial ...                See full summaryÂ Â»","Mathew Baynton","James Corden","Sarah Solemani","Dawn French",6741,"Comedy"," Crime"," Thriller"	
1091,"https://m.media-amazon.com/images/M/MV5BMjk5ODQ1NmYtOGFkMS00ODAzLWFlMjItYmM0ODU2OWY3ZTU2XkEyXkFqcGdeQXVyMzI2Mjc1NjQ@._V1_UX67_CR0,0,67,98_AL_.jpg","Dororo","(2019)","","30 min","Animation, Action, Adventure",8.4,"A father in pursuit of power gives parts of his new-born son to a host of demons. Years later, the son battles those demons to regain what is rightfully his.","Rio Suzuki","Mugihito","Hiroki Suzuki","Mutsumi Sasaki",6735,"Animation"," Action"," Adventure"	
1092,"https://m.media-amazon.com/images/M/MV5BMzkyNDg0NDY4OV5BMl5BanBnXkFtZTgwOTU5Njg4NDM@._V1_UX67_CR0,0,67,98_AL_.jpg","Hap and Leonard","(2016â€“2018)","16","60 min","Crime, Drama, Mystery",7.7,"Set in the late 1980's Hap and Leonard is a darkly comic swamp noir of two best friends, one femme fatale, a crew of washed up revolutionaries, a pair of murderous psycho killers, some lost loot, and the fuzz.","James Purefoy","Michael Kenneth Williams","Tiffany Mack","Cranston Johnson",6729,"Crime"," Drama"," Mystery"	
1093,"https://m.media-amazon.com/images/M/MV5BNmI0ZjNjZGEtMjg3Zi00MWU1LTg0M2MtNmU4M2ZkMTcyOWMxXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_UX67_CR0,0,67,98_AL_.jpg","Murder in the First","(2014â€“2016)","","42 min","Crime, Drama, Mystery",7.3,"A single murder case is dissected from the committing of the crime through to the investigation, arrest and trial.","Taye Diggs","Kathleen Robertson","Ian Anthony Dale","Raphael Sbarge",6710,"Crime"," Drama"," Mystery"	
1094,"https://m.media-amazon.com/images/M/MV5BMGI5ZDg3MGYtZjVkNi00Y2FkLThkYzYtNTZkMDA0YjMxOTcyXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Scott & Bailey","(2011â€“2016)","","45 min","Crime, Drama, Mystery",8,"Two female detectives, one motherly, the other emotionally immature, have varying levels of success applying their eccentric outlooks on life to their police cases and private lives.","Suranne Jones","Lesley Sharp","Tony Mooney","David Prosho",6704,"Crime"," Drama"," Mystery"	
1095,"https://m.media-amazon.com/images/M/MV5BYzBlZTQ2ZmYtNjAzOS00N2YxLTg3MTQtMGEwY2FhM2YxNDQ2XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UY98_CR0,0,67,98_AL_.jpg","JL50","(2020â€“ )","16","42 min","Drama, Sci-Fi, Thriller",7.5,"A plane is discovered to have recently crashed in West Bengal. However, what is so baffling about the incident is that plane originally went missing 35 years ago.","Abhay Deol","Pankaj Kapur","Ritika Anand","Piyush Mishra",6701,"Drama"," Sci-Fi"," Thriller"	
1096,"https://m.media-amazon.com/images/M/MV5BMTc3Mjc2MTYwM15BMl5BanBnXkFtZTgwNTU1NjY3MTE@._V1_UY98_CR3,0,67,98_AL_.jpg","Crossbones","(2014)","","60 min","Action, Adventure, Drama",6.5,"Set during the golden age of piracy in the 1700s and centers on legendary pirate Blackbeard.","John Malkovich","Richard Coyle","Claire Foy","Yasmine Al Massri",6696,"Action"," Adventure"," Drama"	
1097,"https://m.media-amazon.com/images/M/MV5BNzE3MmQ4ZjEtYmQxNC00MWJmLWJkMGItYWQwNTk2ZmJlZTgxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg","Kuroshitsuji","(2008â€“2010)","","24 min","Animation, Action, Comedy",7.8,"A young boy sells his soul to a demon in order to avenge his family's death and successfully lead their influential toy manufacturing company. The demon takes the form of a loyal butler who's always dressed in black and is required to protect, serve and arrive whenever summoned by his young master Ciel.","Michael C. Pizzuto","J. Michael Tatum","Brina Palencia","Daisuke Ono",6659,"Animation"," Action"," Comedy"	
1098,"https://m.media-amazon.com/images/M/MV5BNzFkNjk2OGEtZjI0Zi00ZWMwLWE3MGItM2VjMzhmNTVjNTMzXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UY98_CR2,0,67,98_AL_.jpg","Kojak","(1973â€“1978)","","60 min","Action, Crime, Drama",7.1,"A bald, lollipop sucking police detective with a fiery righteous attitude battles crime in his city.","Telly Savalas","Dan Frazer","Kevin Dobson","George Savalas",6641,"Action"," Crime"," Drama"	
1099,"https://m.media-amazon.com/images/M/MV5BMjE2OTczMDI2M15BMl5BanBnXkFtZTcwMTA5MDgyMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","Lost in Space","(1965â€“1968)","","60 min","Adventure, Comedy, Family",7.3,"A space colony family struggles to survive when a spy/accidental stowaway throws their ship hopelessly off course.","Guy Williams","June Lockhart","Mark Goddard","Marta Kristen",6611,"Adventure"," Comedy"," Family"	
1100,"https://m.media-amazon.com/images/M/MV5BMTcwMzA1MjE0NV5BMl5BanBnXkFtZTgwMzU1NTczMDI@._V1_UY98_CR1,0,67,98_AL_.jpg","Beetlejuice","(1989â€“1991)","","22 min","Animation, Adventure, Comedy",7.3,"Adventures of the ghostly con-artist and his 12-year-old pal, Lydia.","Stephen Ouimette","Alyson Court","Tabitha St. Germain","Elizabeth Hanna",6609,"Animation"," Adventure"," Comedy"	
1101,"https://m.media-amazon.com/images/M/MV5BMTY0NTUyMDQwOV5BMl5BanBnXkFtZTgwNjAwMTA0MDE@._V1_UY98_CR3,0,67,98_AL_.jpg","Avengers Assemble","(2013â€“2019)","PG","23 min","Animation, Action, Adventure",7,"The further adventures of the Marvel Universe's mightiest general membership superhero team.","Roger Craig Smith","Troy Baker","Fred Tatasciore","Travis Willingham",6602,"Animation"," Action"," Adventure"	
1102,"https://m.media-amazon.com/images/M/MV5BYjIyMjRmZWUtZTYwYS00ZjNjLTgwMDktZTEwMTBjOGYxMmUzXkEyXkFqcGdeQXVyNTQ1NTExNzM@._V1_UX67_CR0,0,67,98_AL_.jpg","AJ and the Queen","(2020)","","52 min","Adventure, Comedy, Drama",7.5,"Ruby Red, a down-on-her-luck drag queen traveling across America, develops an unlikely sidekick named AJ.","RuPaul","Izzy G.","Michael-Leon Wooley","Josh Segarra",6596,"Adventure"," Comedy"," Drama"	
1103,"https://m.media-amazon.com/images/M/MV5BNmY0NGViYTEtNzFjNy00ZjkyLWIwNjYtY2I4Zjc3Y2I2ZGZlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR2,0,67,98_AL_.jpg","Jonathan Creek","(1997â€“2016)","","120 min","Comedy, Crime, Drama",8.1,"Working from his home in a converted windmill, Jonathan Creek is a magician with a natural ability for solving puzzles. He soon puts this ability to the use of solving impossible crimes and mysterious murders.","Alan Davies","Caroline Quentin","Stuart Milligan","Julia Sawalha",6590,"Comedy"," Crime"," Drama"	
1104,"https://m.media-amazon.com/images/M/MV5BMjFmYjEwMDMtOWI2Yi00NzcyLThhZGQtNTQ2M2QyNDEyODg4XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UY98_CR1,0,67,98_AL_.jpg","Xiaolin Showdown","(2003â€“2006)","","30 min","Animation, Action, Adventure",7.5,"A young Xiaolin monk named Omi with a giant yellow head leads a trio of other students to collect powerful items known as Shen Gong Wu while battling the evil Jack Spicer who is also after the artifacts","Jeff Bennett","Danny Cooksey","Grey Griffin","Tom Kenny",6575,"Animation"," Action"," Adventure"	
1105,"https://m.media-amazon.com/images/M/MV5BMTgxMzY3MjgzNF5BMl5BanBnXkFtZTgwODY0OTI4NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Tidelands","(2018)","18","60 min","Crime, Drama, Fantasy",7,"After an ex-con returns to her fishing village, a dead body leads her to uncover the secrets of the town and its half-siren, half-human residents.","Charlotte Best","Marco Pigossi","Aaron Jakubenko","Mattias Inwood",6560,"Crime"," Drama"," Fantasy"	
1106,"https://m.media-amazon.com/images/M/MV5BNDY2YjgyZGMtMWY2Zi00ZmQ5LTg0YjgtNjYyMGNkMTMzNWU1XkEyXkFqcGdeQXVyMzM4NjcxOTc@._V1_UX67_CR0,0,67,98_AL_.jpg","Duck Dodgers","(2003â€“2005)","","30 min","Animation, Short, Action",7.8,"Animated science fiction series based on the alter ego of Looney Tunes star Daffy Duck, the semi-heroic, yet incompetent, space Captain Duck Dodgers.","Joe Alaskey","Bob Bergen","Richard McGonagle","Michael Dorn",6548,"Animation"," Short"," Action"	
1107,"https://m.media-amazon.com/images/M/MV5BZDUzZmIwYzMtMTNiNS00OTRlLTliYTgtZjljNjNjNTdkNDc4XkEyXkFqcGdeQXVyNjAxNDcwNzY@._V1_UY98_CR3,0,67,98_AL_.jpg","Patriot Act with Hasan Minhaj","(2018â€“2020)","18","25 min","Comedy, News, Talk-Show",8.3,"In this weekly show, the former Daily Show correspondent Hasan Minhaj brings his unique comedic voice and storytelling skill to explore the larger grim trends shaping our fragmented world.","Hasan Minhaj","Joyelle Johnson","Arnab Goswami","Andrew Yang",6539,"Comedy"," News"," Talk-Show"	
1108,"https://m.media-amazon.com/images/M/MV5BOTNiNzUyNWMtM2E5Yi00MWJiLTg1M2QtNTQ5MWNkMTM3NTBmXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg","Matlock","(1986â€“1995)","","60 min","Crime, Drama, Mystery",7,"Ben Matlock is a very expensive criminal defense attorney, who charges one hundred thousand dollars to take a case. Fortunately, he's worth every penny, as he and his associates defend his clients by finding the real killer.","Andy Griffith","Linda Purl","Kene Holiday","Nancy Stafford",6533,"Crime"," Drama"," Mystery"	
1109,"https://m.media-amazon.com/images/M/MV5BMDc5ZjM3NzMtOTU1ZS00ZGE1LWFlNmYtYWE1NjgzMzkzYTk5L2ltYWdlXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg","Powerless","(2017)","","21 min","Comedy, Fantasy, Sci-Fi",6.4,"Follow the staff of an insurance company, specialising in products to protect defenseless bystanders from the collateral damage of Superheroes and Supervillains.","Vanessa Hudgens","Danny Pudi","Christina Kirk","Ron Funches",6510,"Comedy"," Fantasy"," Sci-Fi"	
1110,"https://m.media-amazon.com/images/M/MV5BMmE5Y2RjYjYtOTYyOC00ZDAyLWE1YTItYTQ1ZDZjOWYyMWIwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY98_CR1,0,67,98_AL_.jpg","Love, Victor","(2020â€“ )","","30 min","Comedy, Drama, Romance",8.1,"Victor is a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation.","Michael Cimino","Rachel Hilson","Anthony Turpel","Bebe Wood",6497,"Comedy"," Drama"," Romance"	
1111,"https://m.media-amazon.com/images/M/MV5BMjMxMDIzNDA3NV5BMl5BanBnXkFtZTcwODU3ODg2OA@@._V1_UX67_CR0,0,67,98_AL_.jpg","Superjail!","(2007â€“2014)","","10 min","Animation, Comedy, Crime",7.7,"In a surreal world, a large maximum security prison, which houses thousands of dangerous inmates is run by an eccentric warden and his equally odd staff.","David Wain","Teddy Cohn","Christopher McCulloch","Christy Karacas",6490,"Animation"," Comedy"," Crime"	
1112,"https://m.media-amazon.com/images/M/MV5BMmY1ZTNiMmYtMmFiMy00NDRmLWIzOGYtMWExNzc5OGFiYWIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Young Wallander","(2020â€“ )","16","","Crime, Drama, Mystery",6.8,"Follow recently graduated police officer Kurt Wallander as he investigates his first case.","Adam PÃ¥lsson","Yasen Atour","Leanne Best","Richard Dillane",6487,"Crime"," Drama"," Mystery"	
1113,"https://m.media-amazon.com/images/M/MV5BMDJlYmI2NmEtZWZkMy00MTVlLTg1NzAtNjAxYWM5NWI0YmJiXkEyXkFqcGdeQXVyMzIwMTIwODc@._V1_UY98_CR1,0,67,98_AL_.jpg","Vratice se rode","(2007â€“2008)","","55 min","Comedy, Crime, Drama",8.9,"A story of two friends and petty thieves trying to make a living, but failing in every possible way.","Nikola Djuricko","Dragan Bjelogrlic","Srdjan 'Zika' Todorovic","Ljubomir Bandovic",6486,"Comedy"," Crime"," Drama"	
1114,"https://m.media-amazon.com/images/M/MV5BMjE3MTY2NjA1N15BMl5BanBnXkFtZTcwOTY4MjY5MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","Nash Bridges","(1996â€“2001)","","60 min","Action, Crime, Drama",6.8,"A smart alecky San Francisco, California cop and his get rich quick scheme of a partner keep tabs on crime and take down the bad guys in the Bay Area.","Don Johnson","Cheech Marin","Jodi Lyn O'Keefe","Jeff Perry",6480,"Action"," Crime"," Drama"	
1115,"https://m.media-amazon.com/images/M/MV5BMTQ2MTc0MTAtN2VlYi00N2ZkLTlhNmUtMjcyZDg0YzNiYjEyXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","The Flash","(1990â€“1991)","","48 min","Action, Crime, Fantasy",7.2,"A police forensic scientist, Barry Allen, battles crimes as the super-fast superhero ""The Flash"".","John Wesley Shipp","Amanda Pays","Alex DÃ©sert","Vito D'Ambrosio",6471,"Action"," Crime"," Fantasy"	
1116,"https://m.media-amazon.com/images/M/MV5BODFjMTAxZWEtOGFkYi00ZjZjLTkwOGQtMGIyNDFkYjgyZWJmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY98_CR2,0,67,98_AL_.jpg","Diagnosis Murder","(1993â€“2001)","","45 min","Crime, Drama, Mystery",6.8,"Dr. Mark Sloan has a knack for getting into trouble, negotiating the twists and turns of mysteries and solving crimes with the help of his son, Steve, a homicide detective.","Dick Van Dyke","Barry Van Dyke","Victoria Rowell","Charlie Schlatter",6468,"Crime"," Drama"," Mystery"	
1117,"https://m.media-amazon.com/images/M/MV5BMmVjMjA2YjMtM2M5MS00NDU3LWJjM2EtNzBhMzYzNjNlMTNiXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Instinct","(2018â€“2019)","","60 min","Crime, Drama, Mystery",6.6,"A former CIA operative (Cumming), who has since built a ""normal"" life as a gifted professor and writer, is pulled back into his old life when the NYPD needs his help to stop a serial killer on the loose.","Alan Cumming","Bojana Novakovic","Daniel Ings","Michael B. Silver",6460,"Crime"," Drama"," Mystery"	
1118,"https://m.media-amazon.com/images/M/MV5BMjI1NzgxOTgyMF5BMl5BanBnXkFtZTgwNjU1ODIyNjM@._V1_UY98_CR0,0,67,98_AL_.jpg","God Friended Me","(2018â€“2020)","All","43 min","Comedy, Drama, Fantasy",6.9,"An atheist's life is turned upside down when God adds him as a friend on Facebook.","Brandon Micheal Hall","Violett Beane","Suraj Sharma","Javicia Leslie",6458,"Comedy"," Drama"," Fantasy"	
1119,"https://m.media-amazon.com/images/M/MV5BMTM2ODQ3NzIzOV5BMl5BanBnXkFtZTcwNjI0MTcyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg","Emily Owens M.D.","(2012â€“2013)","","43 min","Comedy, Drama, Romance",7.5,"A young doctor realizes that working as an intern in a big hospital is very much the same as being in high school.","Mamie Gummer","Justin Hartley","Aja Naomi King","Michael Rady",6444,"Comedy"," Drama"," Romance"	
1120,"https://m.media-amazon.com/images/M/MV5BY2M4MGVjODgtYmY4OS00N2U4LTlkNzUtY2NjYzRiMTI3YjgwXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Tokyo Ghoul: re","(2018)","18","24 min","Animation, Action, Drama",6.9,"Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem ...                See full summaryÂ Â»","Natsuki Hanae","Austin Tindle","Adam Gibbs","Mikaela Krantz",6442,"Animation"," Action"," Drama"	
1121,"https://m.media-amazon.com/images/M/MV5BMGM2NjYzZWMtN2RjNi00YWZkLTgzNjgtYmQ3Yzg5MzRkNzQ3XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR1,0,67,98_AL_.jpg","W - Du gaeui segye","(2016)","16","60 min","Drama, Fantasy, Romance",8.1,"A love story between a couple in their early thirties. They belong to the same era but alternate realities.","Han Hyo-joo","Lee Jong-Suk","Jeong Eu-Gene","Eui-sung Kim",6441,"Drama"," Fantasy"," Romance"	
1122,"https://m.media-amazon.com/images/M/MV5BNTA2NTc5MzQwNV5BMl5BanBnXkFtZTgwOTY2ODI2MjI@._V1_UX67_CR0,0,67,98_AL_.jpg","DuckTales","(2017â€“2021)","","21 min","Animation, Action, Adventure",8.3,"The comedy-adventure series chronicles the high-flying adventures of trillionaire Scrooge McDuck, his grandnephews - Huey, Dewey, and Louie - and temperamental nephew Donald Duck, Launchpad McQuack, Mrs. Beakley, and her granddaughter Webby.","David Tennant","Ben Schwartz","Danny Pudi","Bobby Moynihan",6434,"Animation"," Action"," Adventure"	
1123,"https://m.media-amazon.com/images/M/MV5BYjk3Y2U3NjEtMjNhYi00YTZmLWEzOTgtZWI4N2Y4NzlmNWExXkEyXkFqcGdeQXVyODk2MzQ0OTc@._V1_UY98_CR3,0,67,98_AL_.jpg","Primal","(2019â€“ )","","22 min","Animation, Action, Adventure",8.7,"A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.","Aaron LaPlante","Tom Kenny","Jon Olson","LaÃ«titia EÃ¯do",6433,"Animation"," Action"," Adventure"	
1124,"https://m.media-amazon.com/images/M/MV5BM2FlYjlkN2MtN2ZjZi00NTE2LWFmZjctNzRhMDM2MzY5ZTNjXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR2,0,67,98_AL_.jpg","A Touch of Frost","(1992â€“2010)","","105 min","Crime, Drama, Mystery",7.8,"DI Jack Frost is an unconventional policeman with sympathy for the underdog and an instinct for moral justice. Sloppy, disorganized and disrespectful, he attracts trouble like a magnet.","David Jason","Bruce Alexander","John Lyons","Arthur White",6430,"Crime"," Drama"," Mystery"	
1125,"https://m.media-amazon.com/images/M/MV5BZDJkNWQxMTktNTVlMi00YjY3LWEzODAtMTk1YmE5YzBjMGM4XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX67_CR0,0,67,98_AL_.jpg","The Fall Guy","(1981â€“1986)","","60 min","Action, Adventure, Comedy",7.1,"The adventures of a film stuntman who moonlights as a bounty hunter when movie work is slow.","Lee Majors","Douglas Barr","Heather Thomas","Markie Post",6428,"Action"," Adventure"," Comedy"	
1126,"https://m.media-amazon.com/images/M/MV5BOGQ5MWNiOGYtM2E3OC00MmJiLWE4ZWYtOThmM2E1NjlkN2JkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg","Karppi","(2018â€“2020)","16","45 min","Crime, Drama, Mystery",7.2,"When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life again.","Pihla Viitala","Lauri Tilkanen","Mimosa Willamo","Noa Tola",6417,"Crime"," Drama"," Mystery"	
1127,"https://m.media-amazon.com/images/M/MV5BMTkwODk5OTUxMl5BMl5BanBnXkFtZTcwNjk3MDUzMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","Hart to Hart","(1979â€“1984)","","60 min","Action, Adventure, Crime",6.6,"The globe-trotting adventures of amateur detectives Jonathan and Jennifer Hart.","Robert Wagner","Stefanie Powers","Lionel Stander","Lee Wilkof",6411,"Action"," Adventure"," Crime"	
1128,"https://m.media-amazon.com/images/M/MV5BOTAwNmViMTQtOTgzYy00NzM4LWE0MzYtYjIwOWQ0N2U5M2MxXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Durarara!!","(2010)","","24 min","Animation, Comedy, Crime",7.9,"Tired of his mundane life, Mikado Ryugamine decides to move to Ikebukuro, a district in Tokyo, when a friend invites him. With everything from invisible gangs to rumored beings, Ikebukuro is full of connected mysteries where people's pasts intertwine with the present.","Brian Beacock","Johnny Yong Bosch","Doug Erholtz","Crispin Freeman",6397,"Animation"," Comedy"," Crime"	
1129,"https://m.media-amazon.com/images/M/MV5BMTQ3MTYzNjYwM15BMl5BanBnXkFtZTcwNzE0NTgzNA@@._V1_UY98_CR42,0,67,98_AL_.jpg","Thundercats","(2011â€“2012)","","","Animation, Action, Adventure",7.8,"After his home kingdom is destroyed by the ancient devil priest Mumm-Ra, the young Thundercat Lord Lion-O leads a team of survivors as they fight evil on Third Earth.","Will Friedle","Matthew Mercer","Kevin Michael Richardson","Emmanuelle Chriqui",6377,"Animation"," Action"," Adventure"	
1130,"https://m.media-amazon.com/images/M/MV5BMzc2MWYyNTEtMTAzNi00OGI4LTg2YTktOGI2MWYzODNhYjAxXkEyXkFqcGdeQXVyNDU4Njg2MzM@._V1_UY98_CR2,0,67,98_AL_.jpg","Wrecked","(2016â€“2018)","","30 min","Action, Adventure, Comedy",7.3,"When a plane crashes on a deserted island on the way to Thailand, the remaining survivors of the crash struggle to get along and heads clash as they have differing views on how to stay alive and how they will get off the island.","Zach Cregger","Asif Ali","Brian Sacca","Ally Maki",6370,"Action"," Adventure"," Comedy"	
1131,"https://m.media-amazon.com/images/M/MV5BMDk2MDAyNmYtY2VlNS00N2EzLWE4ZDEtMmI0N2ViYzk4ODU4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg","The King: Youngwonui Gunjoo","(2020)","16","70 min","Fantasy, Mystery, Romance",8.2,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.","Lee Min-Ho","Kim Go-eun","Woo Do-Hwan","Kim Kyung-Nam",6351,"Fantasy"," Mystery"," Romance"	
